date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:10	324/324	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/phone-icon.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/phone-icon.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:11	334/334	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/mail-icon.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/mail-icon.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:11	7584/7584	---M-Z	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/getaquote.html	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/getaquote.html	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:15	61788/61788	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/tableau-consultants-awards.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/tableau-consultants-awards.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:16	65240/65240	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/about_prod_list.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/about_prod_list.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:17	4848/4848	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/tab.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/tab.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:18	84018/84018	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/1-v4.0.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/1-v4.0.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:18	9492/9492	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/excel-to-tableau.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/excel-to-tableau.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:19	10960/10960	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/adv-viz.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/adv-viz.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:20	8058/8058	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/slow.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/slow.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:21	10860/10860	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/team.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/team.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:21	7479/7479	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/wdc.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/wdc.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:22	1576/1576	---M--	200	added ('OK')	image/gif	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/lock.gif	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/lock.gif	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:23	1785/1785	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/tableau_img.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/tableau_img.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:23	24366/24366	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/secured_sec1.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/secured_sec1.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:30	19909/19909	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/nilesh.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/nilesh.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:31	24815/24815	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/jon.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/jon.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:31	23901/23901	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/joyce-new.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/joyce-new.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:32	18894/18894	---M--	200	added ('OK')	image/jpeg	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/samirlavani_img.jpg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/samirlavani_img.jpg	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:33	74566/74566	---M--	200	added ('OK')	image/png	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/images/about_prod_list2.png	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/images/about_prod_list2.png	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:34	83095/83095	---M--	200	added ('OK')	application/javascript	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/js/jquery.min.js	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/js/jquery.min.js	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:34	31093/31093	---M--	200	added ('OK')	application/javascript	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/js/bootstrap.js	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/js/bootstrap.js	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:36	96209/96209	---M--	200	added ('OK')	application/javascript	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/js/swiper.min.js	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/js/swiper.min.js	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:36	3009/3009	---M--	200	added ('OK')	application/javascript	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/js/script.js	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/js/script.js	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:38	850/850	---MC-	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2009:59:37%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/www.google.com/recaptcha/api.js	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:39	26711/26711	---M--	200	added ('OK')	text/css	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/css/font-awesome.min.css	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/css/font-awesome.min.css	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:40	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:39%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.eot	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:41	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:40%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regulard41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:41	86232/86232	---M--	200	added ('OK')	text/css	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/css/animate.css	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/css/animate.css	(from https://perceptive-analytics.com/tableau-consultants/)
15:29:41	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:40%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.woff2	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:42	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:41%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.woff	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:43	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:42%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:44	287/287	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jun%202023%2009:59:43%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.svg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/glyphicons-halflings-regular.svg	(from https://perceptive-analytics.com/tableau-consultants/css/bootstrap.css)
15:29:49	157396/157396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:29:51	157396/157396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfontd41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:29:52	35768/35768	---M--	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.html	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:29:52	43588/43588	---M--	200	added ('OK')	application/font-woff	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.woff	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:29:55	157184/157184	---M--	200	added ('OK')	application/font-sfnt	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:29:55	147451/147451	---M--	200	added ('OK')	image/svg+xml	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.svg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-light-webfont.svg	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:06	156664/156664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:08	35628/35628	---M--	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.html	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:12	156664/156664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfontd41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:14	43796/43796	---M--	200	added ('OK')	application/font-woff	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.woff	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:17	143033/143033	---M--	200	added ('OK')	image/svg+xml	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.svg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.svg	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:17	156540/156540	---M--	200	added ('OK')	application/font-sfnt	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-medium-webfont.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:19	29232/29232	---M--	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.html	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:19	143308/143308	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfontd41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:19	143308/143308	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:21	36152/36152	---M--	200	added ('OK')	application/font-woff	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.woff	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:23	108881/108881	---M--	200	added ('OK')	image/svg+xml	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.svg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.svg	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:24	143176/143176	---M--	200	added ('OK')	application/font-sfnt	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-regular-webfont.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:24	157664/157664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:24	36044/36044	---M--	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.html	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:24	157664/157664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfontd41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:24	44316/44316	---M--	200	added ('OK')	application/font-woff	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.woff	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:25	157532/157532	---M--	200	added ('OK')	application/font-sfnt	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:25	158520/158520	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.eot	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:26	147768/147768	---M--	200	added ('OK')	image/svg+xml	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.svg	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-semibold-webfont.svg	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:26	34964/34964	---M--	200	added ('OK')	text/html	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.woff2	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.html	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:26	158520/158520	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.eot?	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfontd41d.eot	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:26	42756/42756	---M--	200	added ('OK')	application/font-woff	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.woff	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.woff	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
15:30:27	158312/158312	---M--	200	added ('OK')	application/font-sfnt	date:Tue,%201%20Jan%202019%2010:10:10%20GMT	https://perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.ttf	C:/Users/Asus/Desktop/current/tableau%20ab/tableau%20page/perceptive-analytics.com/tableau-consultants/fonts/sf-pro-display-bold-webfont.ttf	(from https://perceptive-analytics.com/tableau-consultants/css/style.css)
